Datensatz: 2000 Packungen
Theoretischer Mittelwert;1010 g
1531;1006.5032
1532;1010.0739
1533;1013.0707
1534;1016.9583
1535;1013.8913
1536;1009.1680
1537;998.4483
1538;1011.2277
1539;1017.6612
1540;1007.3424
1541;1019.7671
1542;1010.2959
1543;1011.9065
1544;1010.6807
1545;1007.0133
1546;1001.5109
1547;1005.7298
1548;1001.5043
1549;1002.7930
1550;1009.0486
1551;1007.9907
1552;1012.0018
1553;1008.8267
1554;1015.3478
1555;1007.3023
1556;1012.3076
1557;1003.9991
1558;1021.0829
1559;1008.0816
1560;1013.7185
1561;1000.3867
1562;1002.5703
1563;1018.7295
1564;1008.9384
1565;1013.0587
1566;1015.2197
1567;1004.4492
1568;1006.9307
1569;1007.7391
1570;1012.0231
1571;1013.7912
1572;1000.1112
1573;1014.4544
1574;1003.4661
1575;1017.7256
1576;996.6800
1577;1006.5319
1578;1004.8002
1579;1011.1689
1580;1013.2886
1581;1005.7315
1582;1007.5323
1583;1007.3835
1584;1008.1705
1585;1014.1642
1586;1012.5616
1587;1013.0088
1588;1009.1609
1589;1010.7215
1590;1006.0928
1591;1008.1978
1592;1011.1708
1593;1012.5956
1594;1012.0830
1595;1016.2772
1596;1001.6467
1597;1010.8402
1598;1018.1025
1599;1009.4308
1600;1010.8467
1601;1011.4825
1602;1008.5641
1603;1004.0754
1604;1011.0927
1605;1009.6460
1606;1006.7702
1607;1003.1086
1608;1011.4443
1609;1008.2319
1610;1005.9250
1611;1010.1746
1612;1013.7821
1613;1013.9230
1614;1008.6826
1615;1017.2641
1616;1016.6063
1617;1006.0322
1618;1002.9769
1619;1009.9063
1620;1007.4213
1621;1005.0581
1622;1010.3230
1623;1018.5809
1624;1007.6405
1625;1010.5391
1626;1012.7093
1627;1007.2093
1628;1020.2301
1629;1005.0653
1630;1006.1103
1631;1000.2693
1632;1008.0375
1633;1017.9965
1634;1011.3508
1635;1017.8659
1636;1007.0988
1637;1009.8535
1638;1017.1407
1639;1012.3807
1640;1006.4220
1641;1009.3952
1642;1003.6287
1643;1011.7855
1644;1011.0449
1645;1007.9691
1646;999.7053
1647;1001.6438
1648;1013.6089
1649;1018.6102
1650;1013.3026
1651;1008.3068
1652;1005.9734
1653;1019.7191
1654;1010.9527
1655;1007.6245
1656;1010.7143
1657;1004.9796
1658;1017.7369
1659;1009.4929
1660;1011.1778
1661;1019.2221
1662;1008.4368
1663;1011.4821
1664;1015.4157
1665;1008.8408
1666;1016.3921
1667;1003.7902
1668;1013.8181
1669;1008.8720
1670;1004.6877
1671;1010.2640
1672;1005.4722
1673;1023.7293
1674;1014.4195
1675;1010.6812
1676;1012.9720
1677;1003.6670
1678;1006.0806
1679;1008.6266
1680;1013.0149
1681;1008.3479
1682;1008.8871
1683;1008.6915
1684;1009.0797
1685;1007.7385
1686;1011.7773
1687;1015.0182
1688;1009.5225
1689;1010.7941
1690;1010.9801
1691;1009.1558
1692;1005.9872
1693;1017.7150
1694;1008.2718
1695;1006.3472
1696;1006.3729
1697;1012.3083
1698;1000.9015
1699;1015.2037
1700;1014.3437
1701;1010.9942
1702;1008.5664
1703;1002.7660
1704;1009.4467
1705;1009.5412
1706;1005.8631
1707;1009.4736
1708;1009.6657
1709;1007.8288
1710;1013.3579
1711;1008.4868
1712;1008.9866
1713;1007.5764
1714;1018.0354
1715;1020.4135
1716;1014.5405
1717;1005.6039
1718;1011.9548
1719;1014.1777
1720;1007.5514
1721;1007.7936
1722;1008.5781
1723;997.9220
1724;1010.5742
1725;1008.8872
1726;1014.9463
1727;1014.5696
1728;1010.4704
1729;1007.0547
1730;1006.0261
1731;1016.3164
1732;1011.9900
1733;1011.2030
1734;1007.6629
1735;1002.2214
1736;1008.6004
1737;1004.6141
1738;1013.5030
1739;1011.1670
1740;1018.3925
1741;1012.7620
1742;1016.4296
1743;1005.5553
1744;1008.9335
1745;1010.7531
1746;1013.6068
1747;1014.6882
1748;1013.2636
1749;1014.0319
1750;1013.2468
1751;1016.0228
1752;1003.6141
1753;1002.8330
1754;1012.8959
1755;1009.0272
1756;1011.2714
1757;1004.1136
1758;1008.3013
1759;1001.3127
1760;1010.8710
1761;1005.8765
1762;1016.6863
1763;1016.1931
1764;1011.4758
1765;1016.2336
1766;1015.9299
1767;1009.5833
1768;1008.9064
1769;1008.9615
1770;1007.0619
1771;1007.1586
1772;996.0773
1773;1004.7193
1774;1017.0302
1775;1003.0864
1776;1001.2221
1777;1003.5575
1778;1004.1713
1779;1016.0721
1780;1004.3720
1781;1003.2752
1782;1009.3603
1783;1007.8886
1784;1015.6944
1785;1007.7972
1786;1001.1507
1787;1007.7349
1788;1006.4904
1789;1009.1856
1790;1011.2848
1791;1004.5285
1792;1012.9502
1793;1015.3146
1794;1005.4528
1795;1011.4658
1796;1010.0306
1797;1008.8919
1798;1013.9783
1799;1005.4635
1800;1010.8485
1801;1008.1385
1802;1004.3676
1803;1012.7637
1804;1007.3608
1805;1007.5132
1806;1007.2152
1807;1013.1004
1808;1007.2350
1809;1007.8459
1810;1006.9319
1811;1016.0392
1812;1017.7629
1813;1001.8994
1814;1012.2866
1815;1011.8235
1816;1018.5400
1817;1018.4187
1818;1012.5962
1819;1012.2157
1820;1014.8713
1821;1015.3645
1822;1003.9589
1823;1004.8905
1824;1010.9144
1825;1007.4100
1826;1015.6283
1827;1015.2580
1828;1011.4848
1829;1005.9882
1830;994.4227
1831;1005.5107
1832;1010.8438
1833;1010.4249
1834;1014.2637
1835;1022.9317
1836;1012.9331
1837;1009.6228
1838;1007.9782
1839;1007.6856
1840;1013.5673
1841;1011.7975
1842;1008.1453
1843;1006.4617
1844;1012.4665
1845;1010.3461
1846;1005.2913
1847;1004.8109
1848;1011.1622
1849;1003.5578
1850;1015.7959
1851;1010.0523
1852;1004.7310
1853;1010.8121
1854;1018.8077
1855;1004.1340
1856;1008.3932
1857;1007.8759
1858;1012.4654
1859;1007.9404
1860;1010.7441
1861;1005.7459
1862;1012.3584
1863;1014.9715
1864;1012.9649
1865;1007.3082
1866;1012.3715
1867;1010.5521
1868;1003.8639
1869;1013.7367
1870;1014.5156
1871;1014.4982
1872;1010.4422
1873;1006.3164
1874;1014.0711
1875;1006.7812
1876;1006.3103
1877;1026.8369
1878;1008.9259
1879;1011.0566
1880;1012.7689
1881;1014.0671
1882;1005.6645
1883;1006.7464
1884;1003.1255
1885;1010.9168
1886;1005.1631
1887;1012.0353
1888;1002.3107
1889;1014.9068
1890;1009.4210
1891;1009.1195
1892;1005.8483
1893;1013.5167
1894;1012.7222
1895;1004.0107
1896;1016.5372
1897;1015.7473
1898;1007.4750
1899;1002.0949
1900;1006.4785
1901;1010.4857
1902;1007.2048
1903;1012.4890
1904;1010.9771
1905;1007.6375
1906;1010.3380
1907;1008.0194
1908;1009.5303
1909;1013.3088
1910;1006.7313
1911;1009.3880
1912;1008.4982
1913;1011.1446
1914;1008.9345
1915;1017.5396
1916;1008.1493
1917;1009.9908
1918;1011.4551
1919;1003.1466
1920;1017.8032
1921;1008.9135
1922;1020.6306
1923;1013.2099
1924;1013.4138
1925;1014.2157
1926;1012.2236
1927;1006.6972
1928;1016.5688
1929;1009.8225
1930;1017.7753
1931;1013.2001
1932;1007.9509
1933;1000.2233
1934;1013.2502
1935;1008.7370
1936;1013.0866
1937;1011.5333
1938;1007.8694
1939;1005.3376
1940;1013.5475
1941;1010.0371
1942;1012.6152
1943;1003.9002
1944;1014.5701
1945;1008.5743
1946;1001.9218
1947;1006.5077
1948;1008.5434
1949;1017.5174
1950;1021.1847
1951;1007.9720
1952;1016.2716
1953;999.4277
1954;1016.0835
1955;1009.0779
1956;1003.8062
1957;1007.4323
1958;1018.4096
1959;1012.6946
1960;1014.4759
1961;1010.5292
1962;1013.3171
1963;1015.0524
1964;1008.6400
1965;1007.1110
1966;1009.9963
1967;1019.7726
1968;1010.0073
1969;1014.5000
1970;1007.3021
1971;1008.8253
1972;1008.8830
1973;1008.8307
1974;1010.0520
1975;1008.4664
1976;1019.2293
1977;1010.4714
1978;1010.0572
1979;1011.6679
1980;1014.8472
1981;1007.9600
1982;1007.6095
1983;1001.6049
1984;1008.7417
1985;1013.3914
1986;1005.3480
1987;1002.3491
1988;1007.8533
1989;1011.7414
1990;1014.6346
1991;1008.6182
1992;1012.9012
1993;1008.0856
1994;1013.8153
1995;1003.8241
1996;999.4252
1997;1015.4000
1998;1005.2260
1999;1011.3343
2000;1011.4416
